"tmax","tmin","streamflow","snowpack","precip","direct_solar","diffuse_solar","plant_carbon","NPP","transpiration","evaporation","day","month","year","wy","yd"
9.875176,-0.808997,0.002565,0.478837,0,7791.630622,8287.155039,6.384475,0.008304,0.002061,0.000208,16,4,1964,1964,107
10.3892,-0.311101,0.002456,0.478632,0,7817.704513,8289.695713,6.396792,0.008886,0.002326,0.000219,17,4,1964,1964,108
11.408069,0.177904,0.002345,0.478405,0,8688.181034,8350.192264,6.410514,0.009912,0.002749,0.000242,18,4,1964,1964,109
12.940962,3.147498,0.002214,0.478188,0,6398.008226,8079.909617,6.426721,0.011901,0.003056,0.000232,19,4,1964,1964,110
18.035307,4.134399,0.002086,0.467112,0,13286.650711,8074.599839,6.446586,0.015131,0.004939,0,20,4,1964,1964,111
15.997569,3.636503,0.001989,0.456757,0,11425.567212,8732.783823,6.466087,0.014615,0.004219,0,21,4,1964,1964,112
12.140276,0.325202,0.001961,0.447843,0.001,10437.928143,8773.173343,6.480888,0.010714,0,0.000657,22,4,1964,1964,113
14.464676,2.160597,0.001896,0.437731,0,11322.000434,8738.854612,6.498909,0.013237,0.003897,0,23,4,1964,1964,114
13.959831,3.147498,0.001851,0.42834,0,8668.718594,8734.449574,6.516501,0.012964,0.00349,0,24,4,1964,1964,115
15.492724,3.147498,0.001816,0.41756,0,11396.77133,8734.51312,6.535435,0.014126,0.004113,0,25,4,1964,1964,116
14.464676,4.134399,0.001807,0.408004,0,7849.613707,8658.49417,6.550629,0.013497,0.003468,0,26,4,1964,1964,117
16.511593,5.1213,0.001811,0.397074,0,9679.592547,8775.550585,6.565396,0.014907,0.004101,0,27,4,1964,1964,118
17.530462,5.619196,0.001837,0.385413,0,10611.047327,8769.011532,6.580436,0.015187,0.004431,0,28,4,1964,1964,119
18.035307,5.619196,0.001892,0.372977,0,12007.172769,8947.857045,6.595617,0.015335,0.004687,0,29,4,1964,1964,120
18.035307,6.108201,0.001985,0.360688,0,11097.449816,8994.405858,6.610792,0.015338,0.004566,0,30,4,1964,1964,121
16.511593,3.636503,0.002117,0.348483,0,12670.976602,8742.420296,6.625292,0.014671,0.004449,0,1,5,1964,1964,122
12.426938,-0.808997,0.002296,0.337556,0,13335.629875,8670.578358,6.635583,0.010469,0.003613,0,2,5,1964,1964,123
4.780831,-2.782799,0.002517,0.332524,0,3957.758023,7565.072727,6.639473,0.004073,0.000662,0,3,5,1964,1964,124
4.266807,-1.795898,0.002708,0.328544,0,2303.954373,6345.750199,6.643177,0.003883,0.000503,0,4,5,1964,1964,125
9.370331,-0.808997,0.002848,0.32033,0,7846.278055,8735.613347,6.650911,0.007903,0.002462,0,5,5,1964,1964,126
7.332593,-3.271804,0.003011,0.312609,0,8571.527256,8810.391195,6.656525,0.005775,0.001752,0,6,5,1964,1964,127
-0.600176,-8.067902,0.003197,0.308559,0.001,4161.930179,7908.881653,6.654726,-0.001641,0,0.000659,7,5,1964,1964,128
5.285676,-2.284903,0.003285,0.308341,0,4298.383588,7981.016853,6.660847,0.004633,0.000841,0.000295,8,5,1964,1964,129
9.370331,0.177904,0.003304,0.300384,0,6715.951411,8852.733394,6.668958,0.008251,0.002345,0,9,5,1964,1964,130
10.3892,0.6758,0.003341,0.291742,0,7586.270942,9026.636661,6.678091,0.009269,0.002655,0,10,5,1964,1964,131
12.426938,0.6758,0.003397,0.28118,0,11291.183775,9247.510816,6.689093,0.011139,0.00342,0,11,5,1964,1964,132
12.426938,2.649602,0.003499,0.271766,0,7695.746155,9044.502486,6.700526,0.011571,0.003038,0,12,5,1964,1964,133
14.464676,4.134399,0.003616,0.261287,0,8664.286931,9168.083602,6.714106,0.013721,0.003513,0,13,5,1964,1964,134
13.445807,1.662701,0.003767,0.25034,0,11351.876783,9245.671499,6.726265,0.012304,0.003643,0,14,5,1964,1964,135
10.3892,3.636503,0.003948,0.24337,0,3445.152248,7608.034263,6.735606,0.009491,0.002012,0,15,5,1964,1964,136
15.997569,5.619196,0.004076,0.232092,0,9109.169453,9427.995739,6.750399,0.014947,0.003824,0,16,5,1964,1964,137
18.035307,6.606097,0.004219,0.220471,0,11097.417283,9497.713902,6.76579,0.015546,0.004494,0,17,5,1964,1964,138
17.530462,5.1213,0.004357,0.209443,0,13012.578815,9407.339332,6.780959,0.015332,0.004635,0,18,5,1964,1964,139
17.016438,5.619196,0.004488,0.19889,0,11035.673941,9498.268509,6.796018,0.01523,0.004281,0,19,5,1964,1964,140
15.492724,3.636503,0.004598,0.189024,0,11927.453696,9475.33573,6.810152,0.014313,0.004083,0,20,5,1964,1964,141
11.121407,1.809999,0.005003,0.180093,0.004,7212.972488,9156.336439,6.82006,0.010092,0,0.000734,21,5,1964,1964,142
5.285676,-0.808997,0.005265,0.175372,0,2695.429368,7009.922774,6.824596,0.004723,0.000779,0.00021,22,5,1964,1964,143
3.761962,-0.311101,0.005341,0.172302,0,1066.267717,4951.088157,6.828818,0.004406,0.000377,0,23,5,1964,1964,144
7.837438,0.6758,0.005265,0.165838,0,4141.144518,8188.013085,6.836899,0.008257,0.001891,0,24,5,1964,1964,145
9.370331,0.6758,0.005155,0.158122,0,6449.206934,9152.277106,6.846559,0.009829,0.002538,0,25,5,1964,1964,146
13.445807,4.134399,0.005009,0.150093,0,7500.750644,9406.726548,6.861218,0.014826,0.003499,0,26,5,1964,1964,147
15.492724,5.1213,0.004834,0.142108,0,9438.442336,9670.21348,6.878045,0.016991,0.004198,0,27,5,1964,1964,148
18.035307,7.095102,0.004629,0.134063,0,10531.702374,9725.966283,6.895894,0.018017,0.004905,0,28,5,1964,1964,149
19.054176,5.619196,0.004389,0.126297,0,15522.73528,9381.56398,6.913708,0.017989,0.005848,0,29,5,1964,1964,150
20.587069,8.082003,0.004151,0.118551,0,13650.06679,9608.244352,6.931507,0.017983,0.005948,0,30,5,1964,1964,151
18.035307,6.606097,0.003954,0.111472,0,11689.152938,9857.27974,6.949308,0.017993,0.005067,0,31,5,1964,1964,152
13.445807,2.649602,0.003803,0.10538,0,10324.39183,9747.221892,6.963633,0.014528,0.00387,0,1,6,1964,1964,153
10.3892,3.636503,0.00371,0.099827,0,3648.933397,7894.014857,6.974384,0.010962,0.002243,0,2,6,1964,1964,154
10.3892,3.636503,0.003625,0.094496,0,3648.933397,7894.014857,6.985145,0.010971,0.002243,0,3,6,1964,1964,155
14.9787,4.134399,0.003482,0.08884,0,10417.907477,9750.306883,7.001293,0.016355,0.004223,0,4,6,1964,1964,156
19.5682,7.592998,0.003306,0.08273,0,12662.621232,9712.636618,7.01913,0.018041,0.005576,0,5,6,1964,1964,157
19.5682,7.095102,0.003134,0.076889,0,13667.794519,9634.842501,7.036925,0.018003,0.005719,0,6,6,1964,1964,158
17.530462,5.619196,0.002983,0.07158,0,12533.981968,9720.088261,7.054449,0.01774,0.005076,0,7,6,1964,1964,159
15.997569,0.6758,0.002831,0.066893,0,19527.41201,8753.978638,7.070122,0.015897,0.005378,0,8,6,1964,1964,160
6.818569,1.173696,0.002768,0.063397,0,2439.428067,6933.198222,7.077033,0.00714,0.001392,0,9,6,1964,1964,161
17.530462,3.147498,0.002624,0.058747,0,17722.059144,9144.870253,7.09415,0.017344,0.005662,0,10,6,1964,1964,162
22.119962,9.5668,0.002474,0.05346,0,14030.186317,9705.763297,7.111621,0.017688,0.006277,0,11,6,1964,1964,163
20.587069,8.082003,0.002339,0.048628,0,13931.950411,9715.561351,7.129339,0.017939,0.005961,0,12,6,1964,1964,164
17.016438,5.1213,0.002229,0.044531,0,12688.82378,9812.657187,7.14666,0.017555,0.004962,0,13,6,1964,1964,165
17.530462,4.134399,0.002118,0.040588,0,15747.646431,9488.989245,7.163926,0.01751,0.005465,0,14,6,1964,1964,166
13.959831,1.662701,0.002028,0.037321,0,13507.418514,9754.425788,7.178425,0.014745,0.004319,0,15,6,1964,1964,167
10.102538,-1.150704,0.002006,0.033131,0.003,11479.037937,9901.539249,7.188146,0.009968,0,0.000889,16,6,1964,1964,168
7.045931,-0.163803,0.001988,0.030751,0.001,4376.520001,8429.206033,7.195238,0.007335,0,0.000575,17,6,1964,1964,169
13.445807,4.134399,0.001927,0.027816,0,7757.345418,9599.664561,7.209811,0.014805,0.003465,0.000137,18,6,1964,1964,170
16.511593,4.623404,0.001849,0.024632,0,12765.796837,9857.497938,7.227011,0.01742,0.004849,0,19,6,1964,1964,171
19.054176,5.619196,0.001762,0.021243,0,15932.078909,9516.078655,7.244764,0.017974,0.005865,0,20,6,1964,1964,172
20.587069,9.068904,0.001681,0.017652,0,12013.463048,9890.868074,7.262514,0.017975,0.005658,0,21,6,1964,1964,173
21.101093,8.082003,0.001599,0.014195,0,15083.104143,9636.327938,7.280152,0.017869,0.006225,0,22,6,1964,1964,174
19.054176,7.095102,0.001528,0.011153,0,12910.522881,9848.749444,7.297926,0.018016,0.005469,0,23,6,1964,1964,175
17.016438,5.619196,0.001468,0.008531,0,11769.020409,9897.145431,7.31528,0.017605,0.004831,0,24,6,1964,1964,176
18.549331,7.095102,0.001405,0.005772,0,11884.118112,9894.478244,7.333003,0.017981,0.005198,0,25,6,1964,1964,177
14.464676,0.177904,0.001351,0.003912,0,17645.187229,9218.275768,7.347382,0.014639,0.004796,0,26,6,1964,1964,178
9.875176,2.649602,0.001316,0.002522,0,4398.704471,8441.419869,7.357544,0.010426,0.0023,0,27,6,1964,1964,179
20.082224,7.592998,0.001257,0.000807,0,13996.533709,9760.782657,7.375281,0.017996,0.005855,0,28,6,1964,1964,180
22.119962,8.579899,0.001175,0.000258,0,16145.596956,9482.861853,7.392651,0.017619,0.006583,0,29,6,1964,1964,181
19.054176,6.606097,0.001109,0,0,13912.109725,9768.977497,7.410364,0.017971,0.00561,0,30,6,1964,1964,182
19.5682,6.606097,0.001047,0,0,14966.40721,9651.326603,7.4282,0.017928,0.005869,0.00108,1,7,1964,1964,183
19.5682,5.1213,0.000991,0,0,17847.664889,9119.901724,7.436802,0.017608,0.006193,0.001058,2,7,1964,1964,184
20.587069,9.5668,0.000943,0,0,10930.575568,9854.55127,7.445719,0.017615,0.005441,0.000887,3,7,1964,1964,185
22.119962,9.5668,0.000896,0,0,14030.186317,9705.763297,7.454606,0.017275,0.006208,0.000998,4,7,1964,1964,186
23.643676,11.051597,0.000852,0,0,14109.677264,9697.617873,7.46282,0.0163,0.006374,0.001021,5,7,1964,1964,187
25.690593,11.540602,0.000811,0,0,17261.625219,9233.378866,7.469238,0.0142,0.006707,0.00114,6,7,1964,1964,188
23.138831,10.064696,0.000776,0,0,15093.391069,9581.344039,7.478082,0.016327,0.006426,0.001043,7,7,1964,1964,189
23.138831,10.553701,0.000742,0,0,14095.48334,9699.086481,7.487068,0.01617,0.006241,0.001014,8,7,1964,1964,190
23.138831,9.5668,0.000711,0,0,16103.682015,9433.986938,7.496249,0.01606,0.006521,0.001071,9,7,1964,1964,191
22.119962,9.068904,0.000683,0,0,14709.524967,9432.45289,7.505985,0.016311,0.006167,0.001027,10,7,1964,1964,192
22.119962,7.592998,0.000656,0,0,17619.605895,8951.096977,7.515833,0.016116,0.006537,0.001106,11,7,1964,1964,193
19.5682,7.095102,0.000634,0,0,13549.913483,9560.2779,7.526526,0.01665,0.005496,0.000956,12,7,1964,1964,194
21.605938,9.5668,0.000612,0,0,12680.297544,9628.256035,7.53704,0.016159,0.005714,0.000962,13,7,1964,1964,195
23.643676,11.540602,0.000591,0,0,12808.181754,9619.858255,7.546749,0.015038,0.005933,0.000992,14,7,1964,1964,196
24.671724,12.527503,0.000571,0,0,12890.538502,9614.151353,7.555686,0.013955,0.005859,0.001008,15,7,1964,1964,197
22.119962,13.025399,0.000557,0,0,7116.663492,9285.545191,7.566033,0.01506,0.004643,0.00078,16,7,1964,1964,198
23.643676,13.025399,0.00054,0,0,9890.966745,9653.10128,7.576002,0.014378,0.005295,0.000899,17,7,1964,1964,199
22.119962,11.051597,0.000525,0,0,10483.792721,9501.014835,7.584984,0.013082,0.004835,0.000866,18,7,1964,1964,200
21.605938,11.051597,0.000513,0,0,9512.199757,9463.293803,7.594322,0.013132,0.004601,0.000829,19,7,1964,1964,201
21.101093,7.095102,0.000499,0,0,16224.859951,8994.540482,7.604197,0.013356,0.005451,0.001012,20,7,1964,1964,202
20.587069,7.095102,0.000485,0,0,15225.769847,9155.020415,7.614455,0.013426,0.005237,0.000978,21,7,1964,1964,203
21.101093,8.579899,0.000473,0,0,13316.361951,9385.127391,7.624925,0.013319,0.005079,0.000935,22,7,1964,1964,204
23.643676,11.540602,0.000461,0,0,12493.346554,9449.356242,7.634628,0.012232,0.005239,0.000945,23,7,1964,1964,205
23.138831,10.553701,0.00045,0,0,13442.397499,9373.319091,7.64495,0.012535,0.005347,0.000967,24,7,1964,1964,206
20.587069,8.579899,0.000441,0,0,12305.09458,9460.776715,7.656324,0.013277,0.004834,9e-04,25,7,1964,1964,207
21.605938,8.579899,0.00043,0,0,13833.75398,9068.620073,7.667724,0.01299,0.005223,0.000969,26,7,1964,1964,208
19.054176,8.082003,0.000421,0,0,9923.358261,9259.914071,7.679702,0.01325,0.004233,0.000822,27,7,1964,1964,209
22.119962,9.068904,0.000413,0,0,13881.832843,9062.960612,7.691576,0.012829,0.005296,0.000978,28,7,1964,1964,210
23.138831,10.064696,0.000402,0,0,13926.171288,9057.68025,7.703367,0.012427,0.005428,0.000994,29,7,1964,1964,211
25.176569,11.540602,0.000393,0,0,15001.6211,8912.281761,7.713989,0.010942,0.005544,0.001052,30,7,1964,1964,212
24.1577,11.540602,0.000386,0,0,13047.15409,9151.109206,7.725346,0.011675,0.005309,0.000981,31,7,1964,1964,213
21.101093,11.051597,0.000378,0,0,8381.762158,9277.184746,7.735655,0.010629,0.00381,0.000677,1,8,1964,1964,214
22.624807,10.553701,0.00037,0,0,12184.785017,9372.540163,7.734117,-0.001218,0.001419,8.7e-05,2,8,1964,1964,215
22.119962,10.064696,0.000364,0,0,11696.456197,9138.167373,7.732645,-0.001157,0.001367,8.5e-05,3,8,1964,1964,216
22.624807,9.068904,0.000355,0,0,14547.199136,8860.24765,7.731052,-0.001277,0.001448,8.7e-05,4,8,1964,1964,217
23.138831,10.064696,0.000349,0,0,13633.262665,8977.229678,7.72915,-0.001588,0.001406,8.3e-05,5,8,1964,1964,218
24.671724,11.540602,0.000343,0,0,13741.630102,8964.636582,7.726493,-0.002346,0.001377,8.3e-05,6,8,1964,1964,219
25.690593,9.5668,0.000335,0,0,19172.276621,7948.033869,7.72365,-0.002531,0.001507,8.8e-05,7,8,1964,1964,220
26.195438,10.064696,0.00033,0,0,19183.890726,7945.164299,7.720465,-0.002872,0.001461,8.6e-05,8,8,1964,1964,221
25.176569,13.514404,0.000324,0,0,10955.848004,9163.993454,7.717031,-0.003119,0.001181,7.4e-05,9,8,1964,1964,222
25.176569,14.510196,0.000319,0,0,9122.134262,9124.934985,7.713325,-0.003389,0.001085,7e-05,10,8,1964,1964,223
23.871038,9.714098,0.000316,0,0.007,15094.027995,8473.438922,7.724826,0.011822,0,0.000681,11,8,1964,1964,224
15.710907,9.216202,0.000316,0,0.004,2745.561816,6768.662477,7.735555,0.011055,0,0.00048,12,8,1964,1964,225
19.5682,11.540602,0.000311,0,0,4584.811663,7903.950891,7.747513,0.012287,0.003293,0.00096,13,8,1964,1964,226
22.119962,11.540602,0.000306,0,0,8571.912059,8851.893603,7.759547,0.012356,0.004523,0.000837,14,8,1964,1964,227
22.119962,11.051597,0.000303,0,0,9431.817199,8903.22205,7.761698,0.002467,0.002199,0.000316,15,8,1964,1964,228
21.101093,11.051597,0.000298,0,0,7667.914607,8751.163046,7.75943,-0.001957,0.000958,6e-05,16,8,1964,1964,229
21.605938,7.095102,0.000293,0,0,15732.532791,8362.321926,7.757382,-0.00174,0.001179,6.7e-05,17,8,1964,1964,230
20.587069,5.619196,0.000288,0,0,16543.85942,8206.839748,7.755584,-0.001492,0.001137,6.6e-05,18,8,1964,1964,231
18.262669,6.255499,0.000288,0,0.005,10675.378835,8675.246769,7.768283,0.012999,0,0.000681,19,8,1964,1964,232
20.082224,7.592998,0.000284,0,0,11541.25985,8629.755409,7.778632,0.010642,0.00412,0.000886,20,8,1964,1964,233
19.054176,6.606097,0.000279,0,0,11467.103013,8634.797283,7.776942,-0.001401,0.000933,5.9e-05,21,8,1964,1964,234
17.016438,5.619196,0.000277,0,0,9594.219489,8687.275285,7.775526,-0.001136,0.000806,5.7e-05,22,8,1964,1964,235
17.530462,6.606097,0.000272,0,0,8773.110024,8658.417512,7.773989,-0.001261,0.000791,5.5e-05,23,8,1964,1964,236
20.587069,7.095102,0.00027,0,0,13350.976637,8447.112762,7.771952,-0.001771,0.000982,5.7e-05,24,8,1964,1964,237
21.605938,8.082003,0.000265,0,0,13408.486477,8439.568664,7.769613,-0.002077,0.000996,5.4e-05,25,8,1964,1964,238
22.119962,9.068904,0.000261,0,0,12555.75711,8540.869207,7.767019,-0.002335,0.000971,5.2e-05,26,8,1964,1964,239
23.138831,10.064696,0.000259,0,0,11732.695672,8165.479903,7.763984,-0.002777,0.000947,5e-05,27,8,1964,1964,240
23.643676,10.064696,0.000255,0,0,12601.413371,8067.933475,7.760773,-0.002952,0.00095,4.7e-05,28,8,1964,1964,241
22.624807,10.064696,0.000252,0,0,10848.025746,8236.904575,7.757731,-0.00278,0.000883,4.6e-05,29,8,1964,1964,242
21.605938,10.553701,0.000248,0,0,8308.440893,8250.777126,7.75476,-0.002707,0.000787,4.6e-05,30,8,1964,1964,243
21.101093,9.5668,0.000246,0,0,9105.739655,8281.099393,7.751981,-0.002514,0.000791,4.4e-05,31,8,1964,1964,244
20.587069,9.068904,0.000242,0,0,9263.663487,8449.265531,7.749326,-0.002388,0.000773,4.3e-05,1,9,1964,1964,245
19.054176,7.095102,0.00024,0,0,10021.352969,8448.485873,7.74708,-0.001981,0.00074,4.2e-05,2,9,1964,1964,246
18.035307,6.606097,0.000238,0,0,9112.301341,8445.994404,7.744976,-0.00184,0.000683,4.1e-05,3,9,1964,1964,247
18.549331,7.095102,0.000236,0,0,8389.387821,8004.490257,7.742732,-0.001984,0.000678,4e-05,4,9,1964,1964,248
17.530462,6.606097,0.000233,0,0,7553.767942,7947.680437,7.740624,-0.001855,0.000623,4e-05,5,9,1964,1964,249
18.035307,5.1213,0.00023,0,0,10782.396003,7959.392673,7.738591,-0.001783,0.000689,3.7e-05,6,9,1964,1964,250
8.0648,2.299004,0.00023,0,0.001,1519.60469,5090.660039,7.743467,0.00512,0,0.000349,7,9,1964,1964,251
8.351462,2.160597,0.000228,0,0,1835.782526,5469.782686,7.743237,1.1e-05,0.000426,0.000534,8,9,1964,1964,252
14.464676,3.147498,0.000226,0,0,8170.970129,7993.80637,7.741553,-0.001459,0.000523,3.9e-05,9,9,1964,1964,253
17.530462,6.108201,0.000225,0,0,8338.309459,8002.243764,7.739559,-0.00178,0.000599,3.5e-05,10,9,1964,1964,254
18.035307,5.619196,0.000223,0,0,9956.25809,8005.548632,7.737538,-0.001813,0.000631,3.3e-05,11,9,1964,1964,255
17.016438,5.1213,0.000221,0,0,8294.523848,7603.269223,7.735591,-0.00174,0.000569,3.3e-05,12,9,1964,1964,256
17.530462,5.619196,0.000219,0,0,8319.214639,7603.863033,7.733535,-0.00185,0.000571,3.2e-05,13,9,1964,1964,257
19.5682,7.095102,0.000217,0,0,9188.188052,7603.479782,7.731065,-0.002265,0.000618,2.9e-05,14,9,1964,1964,258
21.605938,8.082003,0.000215,0,0,10840.725293,7502.323556,7.728111,-0.002751,0.000665,2.7e-05,15,9,1964,1964,259
20.587069,8.082003,0.000212,0,0,9238.070628,7602.263813,7.72528,-0.002626,0.00061,2.7e-05,16,9,1964,1964,260
17.530462,4.623404,0.00021,0,0,9868.168411,7576.599558,7.723184,-0.001921,0.000554,2.8e-05,17,9,1964,1964,261
9.083669,-1.150704,0.00021,0,0.001,5868.744501,7344.852422,7.716637,0.005628,0,0.000548,18,9,1964,1964,262
6.531907,-2.146496,0.00021,0.000168,0.012,3899.455392,6724.206528,7.708725,0.003833,0.000841,0.000674,19,9,1964,1964,263
8.351462,0.177904,0.000208,0,0,2917.007334,5927.429134,7.70146,0.004038,0.001183,0,20,9,1964,1964,264
11.922093,2.160597,0.000207,0,0,4639.72468,6687.29517,7.696914,0.006322,0.001776,0.000633,21,9,1964,1964,265
15.997569,4.623404,0.000207,0,0,6737.499623,7091.735457,7.695022,0.008536,0.002436,0.00044,22,9,1964,1964,266
20.587069,9.068904,0.000205,0,0,6937.808172,7110.258257,7.692693,0.007667,0.00268,0,23,9,1964,1964,267
21.605938,9.068904,0.000204,0,0,8396.564815,7165.162683,7.688157,0.005028,0.002233,0,24,9,1964,1964,268
25.690593,9.068904,0.000203,0,0,14276.108494,6407.224911,7.674404,-0.004614,0.000258,0,25,9,1964,1964,269
19.5682,7.095102,0.000202,0,0,8303.312399,7165.465175,7.662966,-0.003262,0.000209,0,26,9,1964,1964,270
17.530462,3.636503,0.000202,0,0,10399.925163,7054.839112,7.651962,-0.002709,0.000191,0,27,9,1964,1964,271
10.903224,0.6758,2e-04,0,0,4578.270801,6347.007164,7.642382,-0.00171,0.000143,0,28,9,1964,1964,272
7.332593,-0.311101,2e-04,0,0,2072.102247,5086.030901,7.633735,-0.001207,0.000124,0,29,9,1964,1964,273
12.940962,2.160597,2e-04,0,0,5234.486111,6503.42715,7.624734,-0.001995,0.000137,0,30,9,1964,1964,274
17.530462,5.1213,0.000198,0,0,7449.926842,6833.697648,7.61526,-0.002905,0.000141,0,1,10,1964,1965,275
20.082224,9.068904,0.000198,0,0,5603.832164,6655.244127,7.60539,-0.003729,0.000133,0,2,10,1964,1965,276
21.101093,9.068904,0.000197,0,0,6936.807558,6809.634144,7.59573,-0.003946,0.000133,0,3,10,1964,1965,277
21.605938,8.579899,0.000197,0,0,8305.289143,6837.504903,7.586434,-0.004005,0.000133,0,4,10,1964,1965,278
20.587069,8.579899,0.000195,0,0,6903.074063,6807.42658,7.577746,-0.00382,0.000131,0,5,10,1964,1965,279
20.587069,10.553701,0.000195,0,0,3820.488925,5853.102965,7.569299,-0.004001,0.000126,0,6,10,1964,1965,280
24.1577,12.527503,0.000195,0,0,5620.460556,6269.869238,7.560245,-0.005032,0.000128,0,7,10,1964,1965,281
24.671724,12.038498,0.000193,0,0,6869.872767,6371.258258,7.551541,-0.005104,0.000128,0,8,10,1964,1965,282
24.1577,12.038498,0.000193,0,0,6220.949955,6333.95453,7.543348,-0.005014,0.000126,0,9,10,1964,1965,283
21.605938,9.5668,0.000192,0,0,6121.396201,6325.411954,7.53639,-0.004198,0.000126,0,10,10,1964,1965,284
21.605938,9.5668,0.000192,0,0,6121.396201,6325.411954,7.529848,-0.004205,0.000124,0,11,10,1964,1965,285
21.605938,10.064696,0.000192,0,0,5513.310006,6255.102798,7.523673,-0.004262,0.000123,0,12,10,1964,1965,286
22.624807,9.068904,0.00019,0,0,8065.108598,6367.207883,7.517825,-0.004361,0.000125,0,13,10,1964,1965,287
18.035307,5.619196,0.00019,0,0,5718.358435,5858.495603,7.514165,-0.003195,0.000119,0,14,10,1964,1965,288
8.578824,-2.635501,0.000189,0,0.012,4390.76026,5660.436591,7.516332,0.002253,0.000413,0.000634,15,10,1964,1965,289
1.942407,-5.596204,0.000189,0.002994,0.006,1368.189051,4035.848889,7.51427,-0.001856,0,0.001092,16,10,1964,1965,290
6.313724,-3.271804,0.000189,0.002875,0,2828.636749,5121.23465,7.515991,0.001639,0.000326,0.000657,17,10,1964,1965,291
10.3892,-0.311101,0.000187,0.001611,0,3864.154508,5524.183706,7.520406,0.00353,0.00088,0,18,10,1964,1965,292
12.940962,3.636503,0.000187,0.000516,0,2592.99081,4997.086498,7.526202,0.004662,0.000992,0,19,10,1964,1965,293
14.9787,4.134399,0.000187,0.000165,0,4008.80451,5565.527266,7.532052,0.005304,0.001285,0,20,10,1964,1965,294
18.549331,6.108201,0.000185,0,0,5747.166245,5860.890721,7.537033,0.005141,0.001663,0,21,10,1964,1965,295
15.997569,7.095102,0.000185,0,0,1839.082327,4229.360083,7.541208,0.004334,0.001027,0.000164,22,10,1964,1965,296
19.5682,7.592998,0.000184,0,0,4410.000752,5270.816519,7.545212,0.004165,0.001475,0,23,10,1964,1965,297
18.549331,7.592998,0.000184,0,0,3440.771153,5036.356591,7.548968,0.003919,0.001237,0,24,10,1964,1965,298
15.492724,7.095102,0.000184,0,0,1527.994391,3970.470861,7.552279,0.003475,0.000786,0,25,10,1964,1965,299
18.035307,7.592998,0.000182,0,0,2992.118981,4875.148234,7.555459,0.003346,0.001029,0,26,10,1964,1965,300
18.549331,7.592998,0.000182,0,0,3440.771153,5036.356591,7.558226,0.002934,0.001012,0,27,10,1964,1965,301
18.549331,7.592998,0.000182,0,0,3440.771153,5036.356591,7.560586,0.002528,0.000927,0,28,10,1964,1965,302
18.549331,8.082003,0.000181,0,0,3013.265106,4883.653826,7.562444,0.002027,0.000813,0,29,10,1964,1965,303
19.054176,8.082003,0.000181,0,0,2823.116726,4499.448771,7.563696,0.001423,0.000755,0,30,10,1964,1965,304
18.035307,7.095102,0.00018,0,0,2798.131407,4489.682309,7.564795,0.001271,0.000648,0,31,10,1964,1965,305
18.549331,7.592998,0.000179,0,0,2838.356706,4538.810776,7.564868,0.000248,0.000534,0,1,11,1964,1965,306
16.511593,6.108201,0.000179,0,0,2418.602977,4353.288404,7.56197,-0.002724,0.000101,0,2,11,1964,1965,307
13.959831,4.623404,0.000178,0,0,1708.719858,3915.997502,7.55969,-0.002105,9.9e-05,0,3,11,1964,1965,308
16.511593,5.619196,0.000178,0,0,2788.111356,4518.884322,7.556849,-0.002667,1e-04,0,4,11,1964,1965,309
15.492724,6.606097,0.000178,0,0,1450.883324,3703.912468,7.554206,-0.002472,9.8e-05,0,5,11,1964,1965,310
14.9787,4.623404,0.000176,0,0,2383.71028,4335.764537,7.55176,-0.002276,9.8e-05,0,6,11,1964,1965,311
14.464676,3.636503,0.000176,0,0,2340.799052,4092.980331,7.549473,-0.002117,9.7e-05,0,7,11,1964,1965,312
12.940962,2.649602,0.000176,0,0,1985.368495,3904.846026,7.547559,-0.001747,9.5e-05,0,8,11,1964,1965,313
10.3892,1.173696,0.000175,0,0,1369.465349,3460.129564,7.546255,-0.001139,9.4e-05,0,9,11,1964,1965,314
8.351462,-1.298002,0.000175,0,0,1602.069521,3649.53284,7.545406,-0.000689,9.3e-05,0,10,11,1964,1965,315
7.332593,0.177904,0.000175,0,0,554.336401,2432.761857,7.544741,-0.000511,8.5e-05,0,11,11,1964,1965,316
10.903224,3.636503,0.000173,0,0,586.931237,2491.86415,7.543551,-0.001041,9.9e-05,0,12,11,1964,1965,317
7.550776,0.325202,0.000173,0,0.001,574.81365,2470.173875,7.542888,-0.000521,0,0.000206,13,11,1964,1965,318
3.4753,-1.150704,0.000173,0.005958,0.065,34.660925,663.365516,7.540822,-0.001925,0,0.000634,14,11,1964,1965,319
3.4753,-0.163803,0.000172,0.005692,0.055,8.932685,325.418012,7.539214,-0.001472,1.6e-05,0.000634,15,11,1964,1965,320
5.008193,0.325202,0.000172,0.005331,0.015,81.345795,975.284734,7.538829,-0.000851,9.3e-05,0.000634,16,11,1964,1965,321
3.4753,-0.163803,0.000172,0.004898,0.047,8.932685,325.418012,7.53723,-0.001432,1.7e-05,0.000634,17,11,1964,1965,322
6.027062,0.823098,0.000171,0.003914,0.009,124.577343,1196.163512,7.537211,-0.000681,0,0.000134,18,11,1964,1965,323
2.456431,-2.635501,0.000171,0.00548,0.021,114.119569,1147.328851,7.535586,-0.001455,7e-06,0.000432,19,11,1964,1965,324
4.780831,-0.808997,0.000171,0.004359,0,165.999197,1369.274073,7.535545,-0.000625,0.00012,0.000538,20,11,1964,1965,325
